CoV ID,Collision Time Range,Collision Date,Modes,Injury Type,Age,Gender,Latitude,Longitude
1228,15:00-17:59,03/06/2009,Veh-Veh,Severe,40-49,M,49.2583816,-123.1005526
1229,12:00-14:59,04/06/2009,Veh-Veh,Minor,20-29,F,49.24787394,-123.1391353
1230,18:00-20:59,03/06/2009,Cyl-Cyl,Minor,20-29,M,49.2694567,-123.0236427
1231,21:00-23:59,03/06/2009,Single Cyl,Minor,30-39,M,49.23230884,-123.0236472
1232,6:00-8:59,04/06/2009,Veh-Cyl,Minor,40-49,F,49.27156176,-123.13456
1233,15:00-17:59,01/06/2009,Veh-Veh,Severe,70+,F,49.23448526,-123.0654899
1234,,,Veh-Mot,Severe,50-59,M,49.24002845,-123.0653276
1235,21:00-23:59,05/06/2009,Single Cyl,Minor,20-29,M,49.26247366,-123.0891189
1236,9:00-11:59,06/06/2009,Veh-Veh,Minor,20-29,F,49.24050232,-123.1014864
1237,6:00-8:59,06/06/2009,Veh-Veh,Minor,40-49,F,49.24050232,-123.1014864
1238,6:00-8:59,06/06/2009,Veh-Veh,Minor,40-49,F,49.26223935,-123.0590551
1239,9:00-11:59,06/06/2009,Veh-Cyl,Minor,50-59,M,49.21376533,-123.0392336
1240,15:00-17:59,06/06/2009,Cyl-Unk,Minor,50-59,M,49.24557834,-123.0902092
1241,0:00-2:59,07/06/2009,Veh-Cyl,Minor,20-29,M,49.2330791,-123.1015186
1242,18:00-20:59,07/06/2009,Veh-Cyl,Minor,20-29,M,49.27277625,-123.1000281
1243,12:00-14:59,07/06/2009,Veh-Veh,Minor,30-39,M,49.25671752,-123.0898541
1244,0:00-2:59,08/06/2009,Veh-Veh,Minor,20-29,M,49.2330791,-123.1015186
1245,6:00-8:59,10/06/2009,Veh-Veh,Minor,30-39,F,49.22170636,-123.1400535
1246,15:00-17:59,10/06/2009,Veh-Cyl,Minor,50-59,M,49.27011719,-123.1006575
1247,15:00-17:59,10/06/2009,Veh-Veh,Minor,60-69,M,49.26511725,-123.1241262
1248,18:00-20:59,11/06/2009,Single Cyl,Minor,20-29,M,49.24614307,-123.1786241
1249,12:00-14:59,11/06/2009,Veh-Mot,Minor,40-49,M,49.23268402,-123.074272
1250,,11/06/2009,Veh-Ped,Severe,60-69,M,49.23285761,-123.0588789
1251,15:00-17:59,12/06/2009,Veh-Ped,Minor,0-19,F,49.26171104,-123.1386286
1252,15:00-17:59,10/06/2009,Veh-Ped,Minor,30-39,M,49.26043472,-123.1176065
1253,12:00-14:59,12/06/2009,Veh-Veh,Minor,40-49,F,49.24877824,-123.1010372
1254,15:00-17:59,12/06/2009,Veh-Veh,Minor,40-49,M,49.22154174,-123.1284936
1255,18:00-20:59,12/06/2009,Veh-Veh,Severe,0-19,M,49.21669081,-123.0978181
1256,18:00-20:59,13/06/2009,Veh-Cyl,Severe,20-29,M,49.26303087,-123.1635737
1257,12:00-14:59,13/06/2009,Veh-Veh,Minor,40-49,F,49.2043043,-123.1347502
1258,12:00-14:59,16/06/2009,Single Cyl,Minor,20-29,M,49.2339516,-123.1280743
1259,15:00-17:59,16/06/2009,Veh-Veh,Minor,40-49,M,49.24516447,-123.0651533
1260,15:00-17:59,17/06/2009,Veh-Veh,Minor,30-39,F,49.27666649,-123.0704865
1261,15:00-17:59,17/06/2009,Veh-Veh,Minor,30-39,M,49.21920398,-123.1285906
1262,9:00-11:59,09/06/2009,Veh-Veh,Minor,40-49,F,49.25083594,-123.1390313
1263,15:00-17:59,17/06/2009,Veh-Ped,Minor,70+,F,49.21920398,-123.1285906
1264,15:00-17:59,17/06/2009,Veh-Veh,Minor,70+,F,49.21920398,-123.1285906
1265,15:00-17:59,19/06/2009,Veh-Veh,Minor,0-19,F,49.2339516,-123.1280743
1266,12:00-14:59,19/06/2009,Veh-Cyl,Minor,20-29,F,49.26107962,-123.0977671
1267,12:00-14:59,19/06/2009,Veh-Veh,Severe,40-49,M,49.25790688,-123.0892017
1268,15:00-17:59,16/06/2009,Veh-Veh,Minor,40-49,M,49.27675575,-123.0772281
1269,,21/06/2009,Veh-Veh,Severe,20-29,M,49.26285921,-123.099514
1270,18:00-20:59,22/06/2009,Veh-Veh,Minor,20-29,F,49.27925815,-123.1230138
1271,18:00-20:59,22/06/2009,Veh-Veh,Minor,40-49,M,49.24848074,-123.0761522
1272,18:00-20:59,22/06/2009,Veh-Veh,Minor,50-59,M,49.22577921,-123.1684103
1273,15:00-17:59,24/06/2009,Veh-Veh,Minor,30-39,M,49.22558116,-123.0975287
1274,12:00-14:59,24/06/2009,Veh-Veh,Minor,30-39,F,49.22558116,-123.0975287
1275,6:00-8:59,24/06/2009,Veh-Ped,Minor,40-49,F,49.21920398,-123.1285906
1276,12:00-14:59,24/06/2009,Veh-Veh,Minor,30-39,F,49.23523532,-123.0654678
1277,6:00-8:59,25/06/2009,Single Cyl,Minor,40-49,M,49.23230884,-123.0236472
1278,15:00-17:59,26/06/2009,Veh-Veh,Minor,0-19,M,49.19938176,-123.135837
1279,,26/06/2009,Veh-Veh,Minor,0-19,M,49.26352062,-123.1337262
1280,18:00-20:59,26/06/2009,Veh-Veh,Minor,30-39,M,49.27246276,-123.1478027
1281,15:00-17:59,26/06/2009,Veh-Mot,Severe,30-39,M,49.26352062,-123.1337262
1282,12:00-14:59,26/06/2009,Veh-Ped,Severe,50-59,M,49.24926777,-123.1298262
1283,9:00-11:59,26/06/2009,Veh-Veh,Minor,70+,M,49.26950641,-123.0507775
1284,15:00-17:59,26/06/2009,Veh-Veh,Minor,20-29,M,49.26371381,-123.1457578
1285,12:00-14:59,27/06/2009,Veh-Veh,Minor,20-29,F,49.27857845,-123.0997723
1286,18:00-20:59,26/06/2009,Cyl-Cyl,Minor,40-49,M,49.23457602,-123.1555619
1287,18:00-20:59,28/06/2009,Veh-Veh,Minor,20-29,M,49.23650727,-123.0869282
1288,15:00-17:59,29/06/2009,Veh-Mot,Severe,50-59,M,49.23765694,-123.1279477
1289,15:00-17:59,30/06/2009,Veh-Veh,Minor,30-39,F,49.28122081,-123.0934318
1290,9:00-11:59,30/06/2009,Veh-Mot,Minor,40-49,M,49.2667378,-123.1359772
1291,15:00-17:59,30/06/2009,Veh-Ped,Severe,50-59,M,49.26802663,-123.1456455
1292,18:00-20:59,30/06/2009,Veh-Veh,Minor,60-69,F,49.23594287,-123.042316
1293,9:00-11:59,01/07/2009,Veh-Veh,Minor,20-29,M,49.26035063,-123.1095621
1294,18:00-20:59,02/07/2009,Cyl-Cyl,Minor,50-59,M,49.21693867,-123.1168544
1295,6:00-8:59,02/07/2009,Veh-Ped,Minor,60-69,F,49.23936417,-123.0764841
1296,12:00-14:59,02/07/2009,Veh-Veh,Minor,60-69,M,49.24020915,-123.076405
1297,15:00-17:59,25/05/2008,Veh-Ped,Minor,50-59,F,49.24041175,-123.0969226
1298,9:00-11:59,03/07/2009,Veh-Veh,Minor,70+,F,49.23053438,-123.0682806
1299,9:00-11:59,03/07/2009,Veh-Veh,Minor,70+,F,49.23539531,-123.1161186
1300,12:00-14:59,03/07/2009,Veh-Veh,Minor,70+,F,49.23539531,-123.1161186
1301,0:00-2:59,04/07/2009,Veh-Mot,Severe,20-29,M,49.26518503,-123.0774453
1302,6:00-8:59,04/07/2009,Veh-Mot,Minor,30-39,F,49.29685173,-123.026349
1303,12:00-14:59,04/07/2009,Cyl-Cyl,Minor,60-69,M,49.23412675,-123.0281323
1304,,05/07/2009,Veh-Veh,Minor,20-29,M,49.25970052,-123.0872288
1305,18:00-20:59,05/07/2009,Veh-Veh,Minor,30-39,F,49.26950797,-123.0520899
1306,21:00-23:59,04/07/2009,Veh-Mot,Minor,30-39,M,49.25970052,-123.0872288
1307,18:00-20:59,05/07/2009,Single Cyl,Minor,40-49,M,49.26371381,-123.1457578
1308,21:00-23:59,05/07/2009,Veh-Mot,Severe,40-49,M,49.25985093,-123.0965585
1309,21:00-23:59,06/07/2009,Veh-Veh,Minor,50-59,M,49.22637804,-123.1235868
1310,12:00-14:59,07/07/2009,Ped-Unk,Minor,0-19,F,49.225329,-123.080051
1311,18:00-20:59,07/07/2009,Veh-Veh,Minor,30-39,F,49.22481648,-123.0547505
1312,15:00-17:59,07/07/2009,Veh-Veh,Minor,30-39,M,49.27676634,-123.0998475
1313,18:00-20:59,07/07/2009,Veh-Veh,Minor,40-49,F,49.20292174,-123.077401
1314,6:00-8:59,09/07/2009,Veh-Veh,Minor,20-29,F,49.21539113,-123.1546648
1315,12:00-14:59,05/07/2009,Cyl-Unk,Minor,30-39,M,49.27158045,-123.1478361
1316,21:00-23:59,09/07/2009,Veh-Veh,Minor,30-39,F,49.25011309,-123.0760987
1317,9:00-11:59,09/07/2009,Veh-Veh,Minor,60-69,M,49.2631132,-123.1094531
1318,15:00-17:59,10/07/2009,Veh-Mot,Severe,60-69,M,49.26553941,-123.1504635
1319,15:00-17:59,10/07/2009,Veh-Cyl,Severe,70+,F,49.2581592,-123.0237109
1320,15:00-17:59,11/07/2009,Veh-Cyl,Severe,0-19,M,49.26460211,-123.1008882
1321,3:00-5:59,11/07/2009,Veh-Veh,Minor,20-29,F,49.25420985,-123.1484773
1322,15:00-17:59,06/07/2009,Cyl-Cyl,Minor,20-29,M,49.26963153,-123.0734913
1323,15:00-17:59,11/07/2009,Single Cyl,Minor,20-29,F,49.27308275,-123.1259028
1324,15:00-17:59,14/07/2009,Veh-Veh,Minor,20-29,F,49.22655262,-123.1283157
1325,15:00-17:59,14/07/2009,Veh-Veh,Minor,20-29,F,49.27011719,-123.1006575
1326,15:00-17:59,14/07/2009,Veh-Veh,Minor,30-39,M,49.27011719,-123.1006575
1327,9:00-11:59,14/07/2009,Veh-Ped,Minor,60-69,F,49.25891116,-123.1387334
1328,9:00-11:59,14/07/2009,Veh-Ped,Minor,60-69,M,49.27011719,-123.1006575
1329,12:00-14:59,12/07/2009,Single Cyl,Minor,30-39,F,49.24547436,-123.1416262
1330,21:00-23:59,15/07/2009,Veh-Veh,Minor,40-49,F,49.22900964,-123.0771656
1331,21:00-23:59,15/07/2009,Veh-Veh,Minor,40-49,F,49.25815019,-123.033772
1332,9:00-11:59,16/07/2009,Veh-Veh,Minor,60-69,M,49.24741348,-123.1391502
1333,21:00-23:59,17/07/2009,Veh-Cyl,Minor,20-29,F,49.22474187,-123.0410467
1334,6:00-8:59,17/07/2009,Veh-Veh,Minor,50-59,M,49.26107962,-123.0977671
1335,,,Veh-Veh,Severe,50-59,M,49.21103142,-123.0720995
1336,0:00-2:59,18/07/2009,Veh-Veh,Minor,0-19,F,49.23891297,-123.0587475
1337,21:00-23:59,18/07/2009,Veh-Mot,Severe,20-29,F,49.20543212,-123.0233584
1338,21:00-23:59,18/07/2009,Veh-Mot,Severe,20-29,M,49.26359788,-123.1385577
1339,6:00-8:59,17/07/2009,Veh-Ped,Minor,40-49,M,49.26359788,-123.1385577
1340,9:00-11:59,18/07/2009,Cyl-Cyl,Severe,60-69,M,49.26107962,-123.0977671
1341,9:00-11:59,19/07/2009,Single Cyl,Minor,20-29,M,49.25769082,-123.1333149
1342,12:00-14:59,19/07/2009,Single Mot,Severe,20-29,M,49.27277625,-123.1000281
1343,3:00-5:59,19/07/2009,Veh-Veh,Minor,50-59,F,49.24808323,-123.1666362
1344,21:00-23:59,20/07/2009,Veh-Ped,Minor,20-29,F,49.26023756,-123.1030787
1345,6:00-8:59,20/07/2009,Veh-Veh,Severe,50-59,M,49.26135502,-123.0678469
1346,18:00-20:59,21/07/2009,Veh-Veh,Minor,30-39,F,49.22611395,-123.1164924
1347,9:00-11:59,21/07/2009,Veh-Cyl,Minor,40-49,F,49.26550616,-123.100851
1348,15:00-17:59,21/07/2009,Veh-Veh,Minor,40-49,M,49.26550616,-123.100851
1349,,21/07/2009,Single Cyl,Minor,50-59,M,49.22611395,-123.1164924
1350,21:00-23:59,22/07/2009,Single Cyl,Minor,30-39,F,49.26023756,-123.1030787
1351,15:00-17:59,22/07/2009,Veh-Veh,Minor,50-59,F,49.26077176,-123.1386636
1352,12:00-14:59,23/07/2009,Veh-Veh,Minor,40-49,F,49.20292174,-123.077401
1353,6:00-8:59,24/07/2009,Veh-Veh,Minor,0-19,M,49.26245815,-123.0871778
1354,15:00-17:59,24/07/2009,Single Veh,Minor,20-29,M,49.22335738,-123.073912
1355,,25/07/2009,Veh-Mot,Minor,20-29,F,49.26436421,-123.1858568
1356,18:00-20:59,25/07/2009,Veh-Ped,Minor,20-29,F,49.27492352,-123.0999329
1357,,25/07/2009,Single Cyl,Minor,30-39,F,49.26920434,-123.1027012
1358,9:00-11:59,26/07/2009,Veh-Veh,Minor,20-29,M,49.24020915,-123.076405
1359,9:00-11:59,26/07/2009,Veh-Veh,Minor,30-39,F,49.25192269,-123.1389918
1360,,,Cyl-Unk,Minor,30-39,M,49.24020915,-123.076405
1361,15:00-17:59,26/07/2009,Veh-Veh,Severe,30-39,M,49.27106128,-123.1695125
1362,9:00-11:59,26/07/2009,Veh-Veh,Minor,40-49,M,49.24020915,-123.076405
1363,12:00-14:59,26/07/2009,Veh-Ped,Minor,50-59,M,49.23289146,-123.0905577
1364,15:00-17:59,26/07/2009,Veh-Veh,Severe,50-59,F,49.23289146,-123.0905577
1365,15:00-17:59,26/07/2009,Veh-Veh,Severe,50-59,M,49.23289146,-123.0905577
1366,12:00-14:59,27/07/2009,Veh-Veh,Minor,20-29,F,49.26151995,-123.1266591
1367,9:00-11:59,27/07/2009,Veh-Cyl,Minor,70+,M,49.28117423,-123.0617014
1368,12:00-14:59,28/07/2009,Single Cyl,Minor,30-39,M,49.28298396,-123.0565426
1369,15:00-17:59,28/07/2009,Veh-Veh,Minor,30-39,F,49.26363738,-123.1410197
1370,15:00-17:59,20/07/2009,Single Cyl,Minor,30-39,M,49.26836797,-123.1683125
1371,15:00-17:59,25/07/2009,Single Cyl,Minor,20-29,M,49.20543212,-123.0233584
1372,21:00-23:59,29/07/2009,Veh-Cyl,Minor,40-49,M,49.23812742,-123.1442493
1373,15:00-17:59,29/07/2009,Veh-Mot,Severe,50-59,M,49.2704759,-123.100642
1374,0:00-2:59,30/07/2009,Single Cyl,Minor,20-29,M,49.25028621,-123.0650088
1375,15:00-17:59,30/07/2009,Veh-Cyl,Minor,20-29,M,49.26816851,-123.1551355
1376,15:00-17:59,30/07/2009,Veh-Veh,Severe,70+,M,49.27631134,-123.1313474
1377,0:00-2:59,31/07/2009,Veh-Ped,Minor,20-29,M,49.25966908,-123.0833602
1378,18:00-20:59,28/07/2009,Single Cyl,Minor,30-39,M,49.2339516,-123.1280743
1379,21:00-23:59,31/07/2009,Veh-Mot,Severe,40-49,M,49.24210015,-123.1534596
1380,18:00-20:59,31/07/2009,Veh-Veh,Minor,50-59,F,49.25966908,-123.0833602
1381,12:00-14:59,31/07/2009,Veh-Ped,Minor,60-69,F,49.28133561,-123.0996488
1382,21:00-23:59,01/08/2009,Veh-Mot,Severe,0-19,M,49.26862298,-123.1857025
1383,15:00-17:59,01/08/2009,Veh-Veh,Minor,30-39,F,49.24877824,-123.1010372
1384,21:00-23:59,01/08/2009,Veh-Ped,Minor,40-49,M,49.26023756,-123.1030787
1385,6:00-8:59,01/08/2009,Veh-Veh,Minor,50-59,F,49.24210015,-123.1534596
1386,6:00-8:59,01/08/2009,Veh-Veh,Minor,50-59,F,49.26318198,-123.1128997
1387,15:00-17:59,02/08/2009,Veh-Veh,Severe,30-39,F,49.21935069,-123.1401475
1388,15:00-17:59,31/07/2009,Veh-Veh,Minor,50-59,F,49.26231941,-123.0697627
1389,18:00-20:59,01/08/2009,Veh-Ped,Severe,50-59,F,49.21935069,-123.1401475
1390,9:00-11:59,03/08/2009,Single Cyl,Minor,40-49,F,49.25891116,-123.1387334
1391,21:00-23:59,03/08/2009,Veh-Veh,Minor,20-29,F,49.24000921,-123.0540294
1392,9:00-11:59,04/08/2009,Veh-Veh,Minor,60-69,F,49.26231941,-123.0697627
1393,15:00-17:59,04/08/2009,Veh-Veh,Minor,40-49,F,49.22732517,-123.1689404
1394,15:00-17:59,06/08/2009,Veh-Mot,Minor,30-39,M,49.27538076,-123.137183
1395,12:00-14:59,06/08/2009,Cyl-Unk,Minor,60-69,M,49.27081775,-123.114945
1396,9:00-11:59,06/08/2009,Veh-Veh,Minor,60-69,M,49.23164475,-123.1162668
1397,6:00-8:59,06/08/2009,Veh-Ped,Minor,70+,M,49.27857845,-123.0997723
1398,6:00-8:59,07/08/2009,Veh-Veh,Minor,20-29,F,49.26247366,-123.0891189
1399,12:00-14:59,07/08/2009,Veh-Veh,Minor,30-39,M,49.26395382,-123.1148005
1400,3:00-5:59,07/08/2009,Veh-Veh,Severe,70+,M,49.21920398,-123.1285906
1401,3:00-5:59,28/05/2009,Veh-Veh,Severe,20-29,F,49.26263281,-123.1385943
1402,,28/05/2009,Veh-Veh,Minor,20-29,F,49.26840944,-123.1710657
1403,9:00-11:59,09/08/2009,Veh-Veh,Minor,20-29,F,49.23230884,-123.0236472
1404,3:00-5:59,09/08/2009,Veh-Veh,Minor,40-49,F,49.20698642,-123.1346548
1405,3:00-5:59,09/08/2009,Veh-Veh,Minor,40-49,F,49.23230884,-123.0236472
1406,21:00-23:59,09/08/2009,Veh-Veh,Minor,50-59,F,49.20698642,-123.1346548
1407,15:00-17:59,10/08/2009,Veh-Veh,Minor,30-39,F,49.2642504,-123.0793951
1408,0:00-2:59,10/08/2009,Veh-Veh,Severe,30-39,M,49.2642504,-123.0793951
1409,15:00-17:59,10/08/2009,Veh-Veh,Minor,50-59,M,49.2642504,-123.0793951
1410,15:00-17:59,12/08/2009,Veh-Veh,Minor,20-29,F,49.26800172,-123.1444374
1411,,11/08/2009,Veh-Mot,Severe,40-49,M,49.26407036,-123.1681743
1412,21:00-23:59,06/08/2009,Cyl-Unk,Minor,30-39,M,49.26334702,-123.1029453
1413,15:00-17:59,11/08/2009,Veh-Veh,Minor,40-49,M,49.22027329,-123.0626027
1414,15:00-17:59,14/08/2009,Veh-Mot,Severe,40-49,M,49.28110205,-123.0871578
1415,,,Veh-Veh,Minor,0-19,M,49.25658427,-123.1012275
1416,15:00-17:59,15/08/2009,Veh-Veh,Minor,30-39,F,49.31555276,-123.138343
1417,15:00-17:59,15/08/2009,Veh-Veh,Minor,40-49,F,49.31555276,-123.138343
1418,18:00-20:59,15/08/2009,Veh-Veh,Minor,50-59,F,49.28426596,-123.1174037
1419,,03/08/2009,Single Cyl,Minor,50-59,M,49.25953015,-123.065947
1420,9:00-11:59,15/08/2009,Veh-Veh,Minor,60-69,M,49.25953015,-123.065947
1421,15:00-17:59,16/08/2009,Single Cyl,Minor,0-19,M,49.27661282,-123.0916834
1422,9:00-11:59,16/08/2009,Single Cyl,Minor,20-29,M,49.28426596,-123.1174037
1423,12:00-14:59,16/08/2009,Veh-Cyl,Minor,40-49,F,49.27248219,-123.148989
1424,9:00-11:59,16/08/2009,Veh-Veh,Minor,50-59,F,49.27157448,-123.2027369
1425,,07/08/2009,Cyl-Unk,Minor,20-29,M,49.27250186,-123.1502042
1426,12:00-14:59,16/08/2009,Veh-Veh,Minor,30-39,F,49.2107292,-123.1301707
1427,9:00-11:59,17/08/2009,Veh-Cyl,Minor,30-39,M,49.22261042,-123.1400173
1428,9:00-11:59,18/08/2009,Veh-Ped,Minor,20-29,F,49.26023756,-123.1030787
1429,15:00-17:59,19/08/2009,Single Cyl,Minor,20-29,F,49.24143454,-123.1278187
1430,21:00-23:59,15/08/2009,Single Cyl,Minor,40-49,M,49.2614938,-123.0852557
1431,15:00-17:59,20/08/2009,Veh-Ped,Minor,20-29,M,49.24002845,-123.0653276
1432,9:00-11:59,20/08/2009,Veh-Veh,Minor,30-39,F,49.22021752,-123.0538264
1433,12:00-14:59,20/08/2009,Veh-Ped,Minor,60-69,M,49.26359788,-123.1385577
1434,21:00-23:59,21/08/2009,Single Cyl,Severe,20-29,M,49.26916794,-123.1006969
1435,21:00-23:59,20/08/2009,Veh-Veh,Severe,20-29,M,49.26929551,-123.1094187
1436,6:00-8:59,22/08/2009,Veh-Veh,Minor,0-19,M,49.22696578,-123.1398433
1437,6:00-8:59,22/08/2009,Veh-Veh,Minor,20-29,M,49.22696578,-123.1398433
1438,15:00-17:59,22/08/2009,Veh-Mot,Minor,20-29,F,49.21230528,-123.1170248
1439,15:00-17:59,22/08/2009,,Minor,20-29,F,49.19938176,-123.135837
1440,6:00-8:59,22/08/2009,Single Cyl,Minor,40-49,F,49.22696578,-123.1398433
1441,12:00-14:59,22/08/2009,Single Cyl,Severe,50-59,F,49.19938176,-123.135837
1442,18:00-20:59,22/08/2009,Veh-Veh,Minor,50-59,M,49.20507419,-123.1406438
1443,,,Veh-Veh,Severe,20-29,F,49.21953148,-123.1545187
1444,15:00-17:59,23/08/2009,Veh-Veh,Minor,30-39,F,49.28235465,-123.1144493
1445,,23/08/2009,Single Cyl,Minor,40-49,M,49.2251074,-123.0623473
1446,15:00-17:59,23/08/2009,Veh-Veh,Minor,50-59,F,49.21935069,-123.1401475
1447,12:00-14:59,23/08/2009,Veh-Veh,Minor,50-59,F,49.21935069,-123.1401475
1448,12:00-14:59,23/08/2009,Veh-Veh,Minor,70+,F,49.22696578,-123.1398433
1449,15:00-17:59,24/08/2009,Veh-Cyl,Minor,20-29,M,49.21288192,-123.0770983
1450,3:00-5:59,24/08/2009,Veh-Veh,Severe,20-29,F,49.26196838,-123.0986388
1451,21:00-23:59,23/08/2009,Cyl-Unk,Minor,30-39,M,49.23060449,-123.0743346
1452,,,Single Cyl,Minor,0-19,M,49.20292174,-123.077401
1453,18:00-20:59,25/08/2009,Veh-Veh,Minor,30-39,F,49.23289146,-123.0905577
1454,18:00-20:59,25/08/2009,Veh-Veh,Minor,40-49,F,49.23289146,-123.0905577
1455,18:00-20:59,25/08/2009,Veh-Veh,Minor,40-49,F,49.23289146,-123.0905577
1456,3:00-5:59,25/08/2009,Single Cyl,Minor,0-19,F,49.27343969,-123.1236925
1457,12:00-14:59,26/08/2009,Veh-Ped,Severe,30-39,F,49.24020915,-123.076405
1458,,26/08/2009,Veh-Veh,Minor,30-39,M,49.26531038,-123.1147416
1459,18:00-20:59,25/08/2009,Single Cyl,Minor,60-69,F,49.24518895,-123.1155607
1460,9:00-11:59,26/08/2009,Cyl-Unk,Minor,70+,F,49.27864779,-123.1076207
1461,0:00-2:59,28/08/2009,Single Cyl,Minor,0-19,M,49.23433032,-123.139588
1462,21:00-23:59,23/08/2009,Veh-Veh,Minor,40-49,M,49.26482063,-123.1128276
1463,21:00-23:59,28/08/2009,Veh-Ped,Severe,50-59,F,49.22547178,-123.0907739
1464,12:00-14:59,28/08/2009,Veh-Veh,Minor,60-69,M,49.27662481,-123.0440966
1465,0:00-2:59,29/08/2009,Veh-Veh,Minor,0-19,M,49.28712481,-123.1252871
1466,,28/08/2009,Veh-Veh,Minor,20-29,F,49.22696578,-123.1398433
1467,15:00-17:59,29/08/2009,Single Cyl,Minor,20-29,M,49.27538076,-123.137183
1468,18:00-20:59,31/08/2009,Veh-Cyl,Minor,60-69,M,49.26235011,-123.0736309
1469,,28/08/2009,Cyl-Unk,Severe,20-29,M,49.2635595,-123.1360969
1470,,,Veh-Veh,Severe,0-19,F,49.2642504,-123.0793951
1471,6:00-8:59,02/09/2009,Veh-Cyl,Minor,20-29,F,49.27101786,-123.0895021
1472,15:00-17:59,03/09/2009,Veh-Veh,Minor,0-19,M,49.26407036,-123.1681743
1473,15:00-17:59,03/09/2009,Cyl-Unk,Minor,0-19,M,49.21376177,-123.0770884
1474,18:00-20:59,04/09/2009,Veh-Mot,Minor,20-29,M,49.28110205,-123.0871578
1475,,31/08/2009,Cyl-Unk,Minor,20-29,F,49.28133561,-123.0996488
1476,15:00-17:59,04/09/2009,Veh-Veh,Minor,30-39,F,49.21638868,-123.0770584
1477,15:00-17:59,04/09/2009,Veh-Veh,Minor,50-59,F,49.2330791,-123.1015186
1478,12:00-14:59,04/09/2009,Veh-Veh,Minor,60-69,F,49.21638868,-123.0770584
1479,3:00-5:59,05/09/2009,Veh-Veh,Minor,20-29,M,49.25372287,-123.173703
1480,,05/09/2009,Veh-Veh,Severe,20-29,M,49.19938176,-123.135837
1481,0:00-2:59,05/09/2009,Ped-Unk,Severe,50-59,M,49.23240418,-123.0325063
1482,15:00-17:59,07/09/2009,Veh-Veh,Minor,40-49,F,49.23260452,-123.0668799
1483,15:00-17:59,05/07/2009,Veh-Veh,Minor,40-49,F,49.26058018,-123.126694
1484,,07/09/2009,Veh-Veh,Severe,50-59,F,49.26201146,-123.0495782
1485,0:00-2:59,19/03/2009,Single Veh,Severe,30-39,M,49.23643686,-123.1554946
1486,15:00-17:59,08/09/2009,Veh-Veh,Minor,50-59,M,49.24030608,-123.0903465
1487,12:00-14:59,08/09/2009,Veh-Ped,Minor,60-69,F,49.20441303,-123.1387979
1488,,09/09/2009,Cyl-Cyl,Severe,30-39,M,49.24143454,-123.1278187
1489,6:00-8:59,09/09/2009,Veh-Veh,Minor,40-49,F,49.26816199,-123.2104633
1490,9:00-11:59,10/09/2009,Veh-Cyl,Minor,0-19,M,49.24972245,-123.0496177
1491,15:00-17:59,10/09/2009,Single Cyl,Minor,20-29,M,49.21083567,-123.0983775
1492,18:00-20:59,10/09/2009,Single Cyl,Severe,60-69,M,49.25959094,-123.0736857
1493,18:00-20:59,11/09/2009,Veh-Veh,Minor,20-29,F,49.25562208,-123.0875018
1494,6:00-8:59,11/09/2009,Veh-Cyl,Severe,20-29,M,49.2339516,-123.1280743
1495,,10/09/2009,Veh-Ped,Minor,60-69,F,49.24579719,-123.0665151
1496,,,Cyl-Unk,Minor,20-29,M,49.27676634,-123.0998475
1497,6:00-8:59,13/09/2009,Single Cyl,Minor,50-59,M,49.26859673,-123.099659
1498,3:00-5:59,13/09/2009,Veh-Veh,Minor,50-59,M,49.22547178,-123.0907739
1499,12:00-14:59,15/09/2009,Veh-Veh,Minor,20-29,F,49.24020915,-123.076405
1500,12:00-14:59,15/09/2009,Veh-Veh,Minor,20-29,M,49.28107814,-123.1075727
1501,6:00-8:59,15/09/2009,Veh-Cyl,Minor,30-39,M,49.24020915,-123.076405
1502,18:00-20:59,15/09/2009,Veh-Cyl,Minor,40-49,M,49.24516447,-123.0651533
1503,18:00-20:59,15/09/2009,Single Cyl,Minor,40-49,M,49.23475373,-123.1787215
1504,15:00-17:59,15/09/2009,Veh-Veh,Minor,50-59,M,49.23920895,-123.0801718
1505,,12/09/2009,Cyl-Unk,Minor,60-69,M,49.24848074,-123.0761522
1506,12:00-14:59,16/09/2009,Veh-Veh,Minor,20-29,F,49.23282645,-123.0553955
1507,6:00-8:59,16/09/2009,Cyl-Unk,Minor,40-49,M,49.28905196,-123.1359873
1508,12:00-14:59,16/09/2009,Veh-Ped,Minor,40-49,M,49.23282645,-123.0553955
1509,,03/09/2009,Veh-Veh,Minor,50-59,F,49.28127588,-123.0964276
1510,15:00-17:59,16/09/2009,Veh-Veh,Minor,60-69,F,49.23457602,-123.1555619
1511,18:00-20:59,27/07/2009,Veh-Veh,Minor,0-19,M,49.26321841,-123.1148834
1512,12:00-14:59,17/09/2009,Veh-Ped,Minor,20-29,M,49.26201146,-123.0495782
1513,18:00-20:59,17/09/2009,Single Mot,Severe,30-39,M,49.23230884,-123.0236472
1514,12:00-14:59,17/09/2009,Veh-Veh,Minor,30-39,F,49.23343632,-123.1134356
1515,18:00-20:59,16/09/2009,Veh-Veh,Minor,40-49,F,49.2317659,-123.1884601
1516,21:00-23:59,17/09/2009,Veh-Mot,Severe,40-49,M,49.26916794,-123.1006969
1517,6:00-8:59,17/09/2009,Veh-Veh,Minor,50-59,M,49.26821814,-123.1007371
1518,,18/09/2009,Veh-Cyl,Minor,20-29,M,49.28115881,-123.0587983
